Best case,,time/n,Average,,Worst case,,time/n^2,time/n,Average n^2,Random case,,time/n,Average
11,2597485,4.23487E-06,,,29,3113,2.99254E-06,0.009315773,,100,7952,0.012575453,
47,9982001,4.70847E-06,,,57,4459,2.86682E-06,0.012783135,,6,1721,0.003486345,
29,6358698,4.56068E-06,,,253,9407,2.85903E-06,0.026894866,,14,2891,0.004842615,
27,6351062,4.25126E-06,,,9,1648,3.31381E-06,0.005461165,,19,3503,0.005423922,
8,1950443,4.10163E-06,,,82,5339,2.8767E-06,0.015358681,,37,4786,0.007730882,
27,6533551,4.13252E-06,,,160,7441,2.88973E-06,0.021502486,,75,6886,0.010891664,
29,6991880,4.14767E-06,,,242,9154,2.88798E-06,0.02643653,,4,1567,0.002552648,
18,4458783,4.03698E-06,,,15,2243,2.98149E-06,0.006687472,,134,9196,0.014571553,
6,1373446,4.36857E-06,,,283,9963,2.85106E-06,0.028405099,,40,5144,0.00777605,
28,6677917,4.19292E-06,,,42,3779,2.941E-06,0.011114051,,47,5581,0.00842143,
19,4685863,4.05475E-06,,,126,6667,2.83472E-06,0.018899055,,109,8422,0.012942294,
11,2823826,3.89542E-06,,,194,8249,2.85101E-06,0.023518002,,64,6383,0.010026633,
39,9439593,4.13153E-06,,,206,8513,2.84251E-06,0.024198285,,8,2371,0.003374104,
16,4000805,3.9992E-06,,,112,6283,2.83716E-06,0.017825879,,64,6431,0.009951796,
22,5376509,4.09187E-06,,,234,9028,2.871E-06,0.025919362,,15,2912,0.005151099,
20,4753721,4.20723E-06,,,24,2791,3.081E-06,0.008599068,,7,2182,0.003208066,
11,2622036,4.19521E-06,,,86,5477,2.8669E-06,0.015702027,,45,5554,0.008102269,
5,1206074,4.14568E-06,,,28,3155,2.81293E-06,0.008874802,,71,6857,0.010354382,
25,6054679,4.12904E-06,,,50,4186,2.85346E-06,0.011944577,,87,7301,0.011916176,
39,9432425,4.13467E-06,,,223,8727,2.92803E-06,0.025552882,,90,7602,0.01183899,
51,9855219,5.17492E-06,,,114,6318,2.85592E-06,0.018043685,,70,6684,0.010472771,
12,2956329,4.05909E-06,,,14,2119,3.11793E-06,0.00660689,,35,4826,0.007252383,
23,5654755,4.06737E-06,,,65,4726,2.91022E-06,0.013753703,,121,9258,0.013069777,
9,2019421,4.45672E-06,,,7,1412,3.51098E-06,0.004957507,,54,6012,0.008982036,
34,8335037,4.07917E-06,,,20,2646,2.85661E-06,0.007558579,,35,4924,0.007108042,
26,6545173,3.97239E-06,,,198,8265,2.89854E-06,0.023956443,,93,7891,0.011785579,
27,6292368,4.29091E-06,,,36,3361,3.18688E-06,0.010711098,,17,3466,0.004904789,
39,9382744,4.15657E-06,,,144,6865,3.05549E-06,0.020975965,,53,5997,0.008837752,
32,7694745,4.15868E-06,,,13,2061,3.06046E-06,0.006307618,,13,2955,0.004399323,
13,2837908,4.58084E-06,,,189,8112,2.87214E-06,0.023298817,,144,9896,0.014551334,
8,1918261,4.17044E-06,,,8,1567,3.25801E-06,0.005105297,,72,7043,0.010222916,
40,9821152,4.07284E-06,,,103,5983,2.87739E-06,0.017215444,,62,6425,0.009649805,
17,4311470,3.94297E-06,,,26,2812,3.28808E-06,0.009246088,,65,6663,0.009755365,
27,6324712,4.26897E-06,,,159,7474,2.84637E-06,0.021273749,,90,7830,0.011494253,
31,7713988,4.01867E-06,,,118,6247,3.0237E-06,0.018889067,,20,3677,0.005439217,
24,5803595,4.13537E-06,,,239,9119,2.87411E-06,0.026209014,,46,5455,0.008432631,
44,9647675,4.56068E-06,,,107,6101,2.87463E-06,0.017538109,,15,3242,0.004626774,
39,9318783,4.1851E-06,,,12,2026,2.9235E-06,0.005923001,,29,4415,0.006568516,
16,3845219,4.16101E-06,,,34,3416,2.91369E-06,0.009953162,,94,7877,0.011933477,
40,9708149,4.12025E-06,,,271,9591,2.94606E-06,0.028255656,,45,5636,0.007984386,
34,8212571,4.13999E-06,,,162,7529,2.85786E-06,0.021516802,,9,2447,0.003677973,
22,5301692,4.14962E-06,,,75,5081,2.90511E-06,0.014760874,,106,8462,0.012526589,
32,7509684,4.26116E-06,,,157,7454,2.82567E-06,0.021062517,,30,4536,0.006613757,
28,6777993,4.13102E-06,,,178,7876,2.86952E-06,0.022600305,,56,6167,0.00908059,
13,2940376,4.4212E-06,,,182,7927,2.89637E-06,0.022959505,,43,5368,0.008010432,
17,4169142,4.07758E-06,,,183,7970,2.88094E-06,0.022961104,,4,1525,0.002622951,
26,6569336,3.95778E-06,,,168,7612,2.89942E-06,0.022070415,,4,1652,0.002421308,
18,4028606,4.46805E-06,,,30,3126,3.07003E-06,0.009596929,,108,8590,0.012572759,
30,7525495,3.98645E-06,,,266,9578,2.89956E-06,0.027771977,,153,9896,0.015460792,
23,5662560,4.06177E-06,,,38,3616,2.90621E-06,0.01050885,,53,5448,0.009728341,
18,4440109,4.05395E-06,,,147,7094,2.92102E-06,0.020721737,,29,3986,0.007275464,
15,3638156,4.12297E-06,,,203,8331,2.92484E-06,0.024366823,,33,4442,0.007429086,
35,8529085,4.10361E-06,,,62,4599,2.93133E-06,0.013481192,,35,4691,0.007461096,
34,8585443,3.96019E-06,,,255,9331,2.92876E-06,0.027328261,,4,1709,0.00234055,
22,4327680,5.08356E-06,,,115,6213,2.97917E-06,0.018509577,,2,1127,0.001774623,
39,9432241,4.13475E-06,,,45,3935,2.90618E-06,0.011435832,,24,3935,0.006099111,
20,4877195,4.10072E-06,,,4,1120,3.18878E-06,0.003571429,,130,9286,0.013999569,
27,6498071,4.15508E-06,,,7,1569,2.84349E-06,0.00446144,,5,1673,0.002988643,
14,3343921,4.1867E-06,,,138,6861,2.9316E-06,0.020113686,,109,8527,0.012782925,
19,4434407,4.28468E-06,,,44,3950,2.82006E-06,0.011139241,,41,5307,0.007725645,
19,4707497,4.03612E-06,,,176,7689,2.97696E-06,0.022889843,,117,8764,0.013350068,
22,5460226,4.02914E-06,,,36,3473,2.98465E-06,0.010365678,,71,6782,0.010468888,
7,1516301,4.6165E-06,,,10,1732,3.33353E-06,0.005773672,,22,3754,0.005860416,
39,9095557,4.28781E-06,,,128,6651,2.89358E-06,0.019245226,,153,9751,0.015690698,
15,3389862,4.42496E-06,,,32,3267,2.99814E-06,0.009794919,,17,3186,0.005335844,
38,9048722,4.19949E-06,,,30,3234,2.86841E-06,0.009276438,,69,6757,0.010211632,
35,8211248,4.26245E-06,,,194,7550,3.40336E-06,0.025695364,,22,3794,0.005798629,
28,6738112,4.15547E-06,,,100,5750,3.02457E-06,0.017391304,,3,1219,0.002461034,
20,4945408,4.04416E-06,,,150,7085,2.98821E-06,0.021171489,,118,8966,0.01316083,
6,1315082,4.56245E-06,,,141,6962,2.90905E-06,0.020252801,,3,1118,0.002683363,
17,4032532,4.21571E-06,,,23,2832,2.86775E-06,0.008121469,,63,6446,0.009773503,
40,9955004,4.01808E-06,,,165,7536,2.90537E-06,0.021894904,,127,8959,0.014175689,
4,1019334,3.92413E-06,,,120,6535,2.80989E-06,0.018362663,,9,2457,0.003663004,
15,3568404,4.20356E-06,,,38,3573,2.97658E-06,0.01063532,,36,4885,0.007369498,
24,5827051,4.11872E-06,,,8,1580,3.20461E-06,0.005063291,,6,2207,0.002718623,
13,3188824,4.07674E-06,,,182,7854,2.95046E-06,0.023172906,,37,4998,0.007402961,
38,9024750,4.21064E-06,,,155,7309,2.90145E-06,0.021206731,,31,4530,0.006843267,
27,6869410,3.93047E-06,,,16,2348,2.90218E-06,0.00681431,,13,2408,0.005398671,
13,3032875,4.28636E-06,,,38,3637,2.87274E-06,0.010448172,,4,1613,0.002479851,
10,2483142,4.02716E-06,,,46,3936,2.96926E-06,0.011686992,,18,3375,0.005333333,
38,2067884,1.83763E-05,,,12,1974,3.07955E-06,0.006079027,,24,3884,0.006179197,
25,5903945,4.23446E-06,,,30,3253,2.835E-06,0.009222256,,7,2069,0.003383277,
32,7238269,4.42095E-06,,,5,1350,2.74348E-06,0.003703704,,141,9737,0.014480846,
30,7445784,4.02913E-06,,,191,8061,2.93938E-06,0.023694331,,25,4123,0.006063546,
